"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 12, 2018","0.015301","0.015565","0.015738","0.014934","18.84K","-1.70%"
"Jun 11, 2018","0.015565","0.015755","0.015970","0.015387","12.70K","-1.21%"
"Jun 10, 2018","0.015755","0.015655","0.015870","0.015440","20.35K","0.61%"
"Jun 09, 2018","0.015660","0.015750","0.015780","0.015547","4.06K","-0.57%"
"Jun 08, 2018","0.015750","0.015800","0.015882","0.015610","4.93K","-0.32%"
"Jun 07, 2018","0.015800","0.015885","0.015976","0.015631","9.25K","-0.50%"
"Jun 06, 2018","0.015880","0.016014","0.016076","0.015766","7.36K","-0.84%"
"Jun 05, 2018","0.016014","0.015985","0.016228","0.015738","9.57K","0.18%"
"Jun 04, 2018","0.015985","0.016205","0.016423","0.015838","7.98K","-1.36%"
"Jun 03, 2018","0.016205","0.016160","0.016512","0.016010","12.29K","0.28%"
"Jun 02, 2018","0.016160","0.015969","0.016198","0.015859","5.76K","1.19%"
"Jun 01, 2018","0.015969","0.015780","0.015980","0.015726","5.47K","1.18%"
"May 31, 2018","0.015783","0.015900","0.015962","0.015690","7.82K","-0.73%"
"May 30, 2018","0.015900","0.016010","0.016240","0.015711","10.58K","-0.62%"
"May 29, 2018","0.016000","0.015584","0.016370","0.015495","18.98K","2.67%"
"May 28, 2018","0.015584","0.016040","0.016134","0.015499","23.74K","-2.84%"
"May 27, 2018","0.016040","0.016135","0.016188","0.015920","7.42K","-0.59%"
"May 26, 2018","0.016135","0.015935","0.016188","0.015910","6.74K","1.25%"
"May 25, 2018","0.015935","0.016195","0.016293","0.015792","15.06K","-1.60%"
"May 24, 2018","0.016195","0.015770","0.016433","0.015612","17.23K","2.69%"
"May 23, 2018","0.015770","0.016020","0.016131","0.015465","28.96K","-1.56%"
"May 22, 2018","0.016020","0.015999","0.016292","0.015899","22.17K","0.13%"
"May 21, 2018","0.015999","0.016411","0.016433","0.015999","15.72K","-2.51%"
"May 20, 2018","0.016411","0.016380","0.016557","0.016260","6.44K","0.19%"
"May 19, 2018","0.016380","0.016505","0.016562","0.016264","6.20K","-0.76%"
"May 18, 2018","0.016505","0.016435","0.016683","0.016241","9.24K","0.43%"
"May 17, 2018","0.016435","0.016675","0.016845","0.016370","10.89K","-1.48%"
"May 16, 2018","0.016682","0.016488","0.016757","0.016349","13.28K","1.20%"
"May 15, 2018","0.016485","0.017000","0.017122","0.016345","25.55K","-3.03%"
"May 14, 2018","0.017000","0.016645","0.017296","0.016182","25.46K","2.13%"
"May 13, 2018","0.016645","0.016695","0.016835","0.016245","10.55K","-0.30%"
"May 12, 2018","0.016695","0.016220","0.016829","0.016000","14.63K","2.93%"
"May 11, 2018","0.016220","0.016462","0.016584","0.016000","22.93K","-1.49%"
"May 10, 2018","0.016465","0.016800","0.017223","0.016337","20.18K","-2.00%"
"May 09, 2018","0.016800","0.017300","0.017368","0.016700","28.87K","-2.89%"
"May 08, 2018","0.017300","0.017526","0.017815","0.017176","20.60K","-1.70%"
"May 07, 2018","0.017600","0.017868","0.017880","0.017090","23.23K","-1.50%"
"May 06, 2018","0.017868","0.018145","0.018500","0.017552","23.42K","-1.50%"
"May 05, 2018","0.018141","0.017383","0.018487","0.017248","37.64K","4.28%"
"May 04, 2018","0.017396","0.016526","0.017561","0.016407","28.99K","5.27%"
"May 03, 2018","0.016526","0.016425","0.017248","0.016343","30.08K","0.61%"
"May 02, 2018","0.016425","0.016334","0.016655","0.016173","14.39K","0.77%"
"May 01, 2018","0.016300","0.016070","0.016340","0.016000","8.99K","1.43%"
"Apr 30, 2018","0.016070","0.016338","0.016400","0.016000","12.07K","-1.77%"
"Apr 29, 2018","0.016360","0.016295","0.016414","0.016082","11.55K","0.40%"
"Apr 28, 2018","0.016295","0.016265","0.016416","0.016090","9.23K","0.18%"
"Apr 27, 2018","0.016265","0.016561","0.016580","0.016080","17.75K","-1.79%"
"Apr 26, 2018","0.016561","0.016315","0.016705","0.016243","15.52K","1.51%"
"Apr 25, 2018","0.016315","0.017077","0.017085","0.015940","33.83K","-4.46%"
